Order ID,Row ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead_Time,Profit Margin,Cost Percentage,Unit Price,Recommended Factory,Factory_Latitude,Factory_Longitude,Order Year,Order Month,Order Quarter,Order Day of Week,Current Factory,Recommended Predicted Lead_Time,Current Predicted Lead_Time,Lead_Time Reduction,Lead_Time Reduction (%),Recommendation
CA-2023-119508-CHO-FUD-51000,6519,2025-12-04,31-05-2029,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1510.0,0.6666666666666666,0.3333333333333333,3.6,Secret Factory,32.881893,-111.768036,2025.0,12.0,4.0,3.0,Lot's O' Nuts,1782.4303333333332,1790.2069999999999,7.776666666666642,0.4344004166371064,Reassign
CA-2023-119508-CHO-NUT-13000,6518,2025-12-04,31-05-2029,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1510.0,0.7134670487106016,0.28653295128939826,3.49,Secret Factory,32.881893,-111.768036,2025.0,12.0,4.0,3.0,Lot's O' Nuts,1688.7771666666665,1691.1251666666665,2.3479999999999563,0.1388424728270137,Reassign
CA-2023-124574-CHO-TRI-54000,6491,2025-12-02,28-05-2029,Standard Class,124574,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1566.0,0.6533333333333333,0.3466666666666667,3.75,Secret Factory,32.076176,-81.088371,2025.0,12.0,4.0,1.0,Wicked Choccy's,1749.992,1754.912,4.920000000000073,0.2803559380755316,Reassign
CA-2023-125724-CHO-MIL-31000,5799,,19-03-2029,Standard Class,125724,Canada,Regina,Saskatchewan,S0G,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,,0.6492307692307692,0.3507692307692307,3.25,Lot's O' Nuts,32.076176,-81.088371,,,,,Wicked Choccy's,1675.6777777777777,1681.376111111111,5.698333333333267,0.3389089029918245,Reassign
CA-2023-126627-CHO-MIL-31000,5937,2025-10-10,03-04-2029,First Class,126627,Canada,Winnipeg,Manitoba,R3R,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1271.0,0.6492307692307692,0.3507692307692307,3.25,Lot's O' Nuts,32.076176,-81.088371,2025.0,10.0,4.0,4.0,Wicked Choccy's,1466.5333333333333,1479.68,13.14666666666676,0.8884803921568691,Reassign
CA-2023-129322-CHO-FUD-51000,5365,2025-08-08,30-01-2029,Second Class,129322,Canada,Toronto,Ontario,M5H,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1271.0,0.6666666666666666,0.3333333333333333,3.6,Wicked Choccy's,32.881893,-111.768036,2025.0,8.0,3.0,4.0,Lot's O' Nuts,1560.0386666666668,1568.23,8.191333333333205,0.522329845324551,Reassign
CA-2023-129322-CHO-SCR-58000,5366,2025-08-08,30-01-2029,Second Class,129322,Canada,Toronto,Ontario,M5H,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1271.0,0.6944444444444444,0.3055555555555556,3.6,Wicked Choccy's,32.881893,-111.768036,2025.0,8.0,3.0,4.0,Lot's O' Nuts,1466.0670000000002,1469.2876666666668,3.2206666666666024,0.21919919017446338,Reassign
CA-2023-133541-CHO-MIL-31000,6490,2025-12-02,28-05-2029,Standard Class,133541,Canada,Halifax,Nova Scotia,B3H,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1566.0,0.6492307692307693,0.3507692307692308,3.25,Secret Factory,32.076176,-81.088371,2025.0,12.0,4.0,1.0,Wicked Choccy's,1734.3513333333333,1737.5783333333331,3.2269999999998618,0.18571824579610485,Reassign
CA-2023-136547-CHO-MIL-31000,5053,,12-12-2028,Standard Class,136547,Canada,Montreal,Quebec,H1A,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,,0.6492307692307692,0.3507692307692307,3.25,Lot's O' Nuts,32.076176,-81.088371,,,,,Wicked Choccy's,1697.9519444444443,1703.3144444444445,5.362500000000182,0.31482736599167527,Reassign
CA-2023-139675-CHO-MIL-31000,4453,,07-09-2028,Second Class,139675,Canada,Calgary,Alberta,T2C,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,,0.6492307692307692,0.3507692307692307,3.25,Lot's O' Nuts,32.076176,-81.088371,,,,,Wicked Choccy's,1614.42,1625.14,10.720000000000027,0.6596354775588581,Reassign
CA-2023-153738-CHO-SCR-58000,5784,,14-03-2029,First Class,153738,Canada,Toronto,Ontario,M2N,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,,0.6944444444444444,0.3055555555555555,3.6,Wicked Choccy's,32.881893,-111.768036,,,,,Lot's O' Nuts,1633.3375555555556,1637.54,4.202444444444382,0.2566315598058296,Reassign
CA-2023-155412-CHO-MIL-31000,4230,,14-07-2028,Standard Class,155412,Canada,Montreal,Quebec,H1A,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,,0.6492307692307692,0.3507692307692307,3.25,Lot's O' Nuts,32.076176,-81.088371,,,,,Wicked Choccy's,1666.3311111111113,1676.7627777777777,10.431666666666388,0.6221313357451511,Reassign
CA-2023-158792-CHO-FUD-51000,6781,,24-06-2029,Standard Class,158792,Canada,Montreal,Quebec,H1A,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,,0.6666666666666666,0.3333333333333333,3.6,Wicked Choccy's,32.881893,-111.768036,,,,,Lot's O' Nuts,1651.4477777777777,1659.6233333333332,8.175555555555547,0.492615124850953,Reassign
CA-2023-169856-CHO-MIL-31000,4749,2025-05-07,01-11-2028,Standard Class,169856,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1215.0,0.6492307692307693,0.3507692307692308,3.25,Lot's O' Nuts,32.076176,-81.088371,2025.0,5.0,2.0,2.0,Wicked Choccy's,1236.35,1239.4733333333334,3.1233333333334485,0.25198874790906745,Reassign
CA-2023-187423-CHO-FUD-51000,5126,,23-12-2028,Standard Class,187423,Canada,Montreal,Quebec,H1A,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,,0.6666666666666666,0.3333333333333333,3.6,Wicked Choccy's,32.881893,-111.768036,,,,,Lot's O' Nuts,1662.3342222222223,1669.9766666666667,7.642444444444436,0.4576377979998385,Reassign
CA-2024-105471-CHO-MIL-31000,9781,2025-12-02,29-05-2030,Standard Class,105471,Canada,Halifax,Nova Scotia,B3H,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1932.0,0.6492307692307693,0.3507692307692308,3.25,Secret Factory,32.076176,-81.088371,2025.0,12.0,4.0,1.0,Wicked Choccy's,1734.3513333333333,1737.5783333333331,3.2269999999998618,0.18571824579610485,Reassign
CA-2024-106541-CHO-TRI-54000,9782,2025-12-02,29-05-2030,Standard Class,106541,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1932.0,0.6533333333333333,0.3466666666666667,3.75,Secret Factory,32.076176,-81.088371,2025.0,12.0,4.0,1.0,Wicked Choccy's,1749.992,1754.912,4.920000000000073,0.2803559380755316,Reassign
CA-2024-119508-CHO-FUD-51000,9823,2025-12-04,01-06-2030,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1876.0,0.6666666666666666,0.3333333333333333,3.6,Secret Factory,32.881893,-111.768036,2025.0,12.0,4.0,3.0,Lot's O' Nuts,1782.4303333333332,1790.2069999999999,7.776666666666642,0.4344004166371064,Reassign
CA-2024-119508-CHO-NUT-13000,9822,2025-12-04,01-06-2030,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1876.0,0.7134670487106016,0.28653295128939826,3.49,Secret Factory,32.881893,-111.768036,2025.0,12.0,4.0,3.0,Lot's O' Nuts,1688.7771666666665,1691.1251666666665,2.3479999999999563,0.1388424728270137,Reassign
CA-2024-121451-CHO-MIL-31000,6885,,14-07-2029,Standard Class,121451,Canada,Montreal,Quebec,H1A,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,,0.6492307692307692,0.3507692307692307,3.25,Lot's O' Nuts,32.076176,-81.088371,,,,,Wicked Choccy's,1666.3311111111113,1676.7627777777777,10.431666666666388,0.6221313357451511,Reassign
CA-2024-125388-OTH-LIC-15000,9128,,15-04-2030,Standard Class,125388,Canada,Montreal,Quebec,H1A,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,40.0,2,20.0,20.0,,0.5,0.5,20.0,Wicked Choccy's,41.446333,-90.565487,,,,,Secret Factory,1520.9361111111111,1526.0327777777777,5.096666666666579,0.3339814675598508,Reassign
CA-2024-126627-CHO-FUD-51000,9054,2025-10-10,04-04-2030,First Class,126627,Canada,Winnipeg,Manitoba,R3R,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1637.0,0.6666666666666666,0.3333333333333333,3.6,Wicked Choccy's,32.881893,-111.768036,2025.0,10.0,4.0,4.0,Lot's O' Nuts,1600.6155555555554,1609.7133333333334,9.097777777777992,0.565179997542709,Reassign
CA-2024-126627-CHO-MIL-31000,9055,2025-10-10,04-04-2030,First Class,126627,Canada,Winnipeg,Manitoba,R3R,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1637.0,0.6492307692307692,0.3507692307692307,3.25,Secret Factory,32.076176,-81.088371,2025.0,10.0,4.0,4.0,Wicked Choccy's,1572.1,1578.7433333333333,6.64333333333343,0.4207988210032091,Reassign
CA-2024-129322-CHO-FUD-51000,8301,2025-08-08,31-01-2030,Second Class,129322,Canada,Toronto,Ontario,M5H,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1637.0,0.6666666666666666,0.3333333333333333,3.6,Wicked Choccy's,32.881893,-111.768036,2025.0,8.0,3.0,4.0,Lot's O' Nuts,1560.0386666666668,1568.23,8.191333333333205,0.522329845324551,Reassign
CA-2024-129322-CHO-SCR-58000,8302,2025-08-08,31-01-2030,Second Class,129322,Canada,Toronto,Ontario,M5H,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1637.0,0.6944444444444444,0.3055555555555556,3.6,Wicked Choccy's,32.881893,-111.768036,2025.0,8.0,3.0,4.0,Lot's O' Nuts,1466.0670000000002,1469.2876666666668,3.2206666666666024,0.21919919017446338,Reassign
CA-2024-131807-CHO-FUD-51000,9008,2025-10-05,02-04-2030,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1788.0,0.6666666666666666,0.3333333333333333,3.6,Wicked Choccy's,32.881893,-111.768036,2025.0,10.0,4.0,6.0,Lot's O' Nuts,1779.0233333333333,1783.5166666666667,4.493333333333339,0.2519367167861251,Reassign
CA-2024-131807-CHO-MIL-31000,9007,2025-10-05,02-04-2030,Standard Class,131807,Canada,Calgary,Alberta,T1Y,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1788.0,0.6492307692307692,0.3507692307692307,3.25,Lot's O' Nuts,32.076176,-81.088371,2025.0,10.0,4.0,6.0,Wicked Choccy's,1736.1666666666667,1739.0433333333333,2.8766666666665515,0.16541661794894233,Reassign
CA-2024-131807-CHO-SCR-58000,9012,2025-10-05,02-04-2030,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1788.0,0.6944444444444444,0.3055555555555556,3.6,Wicked Choccy's,32.881893,-111.768036,2025.0,10.0,4.0,6.0,Lot's O' Nuts,1779.5066666666667,1782.5866666666666,3.0799999999999272,0.17278262300476802,Reassign
CA-2024-131807-CHO-TRI-54000,9010,2025-10-05,02-04-2030,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1788.0,0.6533333333333334,0.3466666666666667,3.75,Lot's O' Nuts,32.076176,-81.088371,2025.0,10.0,4.0,6.0,Wicked Choccy's,1772.84,1774.9333333333334,2.093333333333476,0.11793870192308493,Reassign
